There are 13 pairs of portals
Starting at 32,13
Aiming for 0,11
Testing at 0: 32,13; Dist: 0
Testing at 13: 17,37; Dist: 286
Testing at 0: 6,1; Dist: 286
Testing at 0: 7,2; Dist: 286
Testing at 0: 15,38; Dist: 286
Testing at 11: 7,35; Dist: 286
Testing at 11: 9,37; Dist: 286
Testing at 12: 2,17; Dist: 286
Testing at 12: 1,18; Dist: 286
Testing at 12: 1,16; Dist: 286
Testing at 9: 5,16; Dist: 287
Testing at 8: 13,35; Dist: 287
Testing at 8: 9,35; Dist: 287
Testing at 9: 2,21; Dist: 287
Testing at 10: 27,3; Dist: 287
Testing at 10: 25,5; Dist: 287
Testing at 10: 25,1; Dist: 287
Testing at 9: 6,19; Dist: 287
Testing at 21: 30,19; Dist: 287
Testing at 22: 11,39; Dist: 287
Testing at 21: 4,31; Dist: 287
Testing at 21: 5,32; Dist: 287
Testing at 22: 31,17; Dist: 287
Testing at 22: 3,27; Dist: 287
Testing at 22: 5,29; Dist: 287
Testing at 22: 5,11; Dist: 287
Testing at 23: 5,26; Dist: 287
Testing at 14: 31,39; Dist: 287
Testing at 13: 15,36; Dist: 287
Testing at 13: 18,37; Dist: 287
Testing at 0: 5,1; Dist: 287
Testing at 0: 7,3; Dist: 287
Testing at 0: 15,39; Dist: 287
Testing at 11: 8,37; Dist: 287
Testing at 12: 3,17; Dist: 287
Testing at 12: 1,19; Dist: 287
Testing at 12: 1,15; Dist: 287
Testing at 9: 5,15; Dist: 288
Testing at 8: 13,36; Dist: 288
Testing at 8: 8,35; Dist: 288
Testing at 8: 9,36; Dist: 288
Testing at 9: 3,21; Dist: 288
Testing at 10: 27,4; Dist: 288
Testing at 10: 27,2; Dist: 288
Testing at 9: 5,19; Dist: 288
Testing at 21: 29,19; Dist: 288
Testing at 22: 12,39; Dist: 288
Testing at 22: 10,39; Dist: 288
Testing at 21: 3,31; Dist: 288
Testing at 21: 5,33; Dist: 288
Testing at 22: 30,17; Dist: 288
Testing at 22: 31,18; Dist: 288
Testing at 22: 3,28; Dist: 288
Testing at 22: 6,29; Dist: 288
Testing at 22: 5,30; Dist: 288
Testing at 22: 6,11; Dist: 288
Testing at 23: 5,27; Dist: 288
Testing at 13: 15,37; Dist: 288
Testing at 13: 19,37; Dist: 288
Testing at 0: 4,1; Dist: 288
Testing at 0: 5,2; Dist: 288
Testing at 0: 16,39; Dist: 288
Testing at 0: 15,40; Dist: 288
Testing at 11: 7,37; Dist: 288
Testing at 12: 4,17; Dist: 288
Testing at 12: 1,20; Dist: 288
Testing at 12: 2,15; Dist: 288
Testing at 12: 0,15; Dist: 288
Testing at 8: 13,37; Dist: 289
Testing at 8: 7,35; Dist: 289
Testing at 8: 9,37; Dist: 289
Testing at 9: 4,21; Dist: 289
Testing at 9: 3,20; Dist: 289
Testing at 10: 27,5; Dist: 289
Testing at 10: 27,1; Dist: 289
Testing at 9: 5,20; Dist: 289
Testing at 21: 28,19; Dist: 289
Testing at 22: 13,39; Dist: 289
Testing at 22: 9,39; Dist: 289
Testing at 21: 4,33; Dist: 289
Testing at 21: 5,34; Dist: 289
Testing at 22: 29,17; Dist: 289
Testing at 22: 31,19; Dist: 289
Testing at 22: 3,29; Dist: 289
Testing at 23: 11,40; Dist: 289
Testing at 22: 5,31; Dist: 289
Testing at 23: 32,17; Dist: 289
Testing at 23: 4,27; Dist: 289
Testing at 23: 5,28; Dist: 289
Testing at 13: 15,38; Dist: 289
Testing at 0: 3,1; Dist: 289
Testing at 0: 5,3; Dist: 289
Testing at 0: 17,39; Dist: 289
Testing at 11: 6,37; Dist: 289
Testing at 12: 5,17; Dist: 289
Testing at 12: 1,21; Dist: 289
Testing at 12: 3,15; Dist: 289
Testing at 11: 26,19; Dist: 289
Testing at 8: 12,37; Dist: 290
Testing at 8: 13,38; Dist: 290
Testing at 8: 8,37; Dist: 290
Testing at 9: 5,21; Dist: 290
Testing at 9: 3,19; Dist: 290
Testing at 10: 28,5; Dist: 290
Testing at 21: 27,19; Dist: 290
Testing at 22: 13,38; Dist: 290
Testing at 22: 8,39; Dist: 290
Testing at 21: 3,33; Dist: 290
Testing at 21: 5,35; Dist: 290
Testing at 22: 30,19; Dist: 290
Testing at 23: 11,39; Dist: 290
Testing at 22: 4,31; Dist: 290
Testing at 22: 5,32; Dist: 290
Testing at 23: 31,17; Dist: 290
Testing at 23: 3,27; Dist: 290
Testing at 23: 5,29; Dist: 290
Testing at 13: 15,39; Dist: 290
Testing at 0: 18,39; Dist: 290
Testing at 11: 5,37; Dist: 290
Testing at 12: 5,16; Dist: 290
Testing at 12: 2,21; Dist: 290
Testing at 11: 27,19; Dist: 290
Testing at 8: 11,37; Dist: 291
Testing at 8: 13,39; Dist: 291
Testing at 8: 7,37; Dist: 291
Testing at 9: 6,21; Dist: 291
Testing at 10: 29,5; Dist: 291
Testing at 21: 26,19; Dist: 291
Testing at 21: 27,20; Dist: 291
Testing at 21: 27,18; Dist: 291
Testing at 22: 13,37; Dist: 291
Testing at 22: 7,39; Dist: 291
Testing at 21: 2,33; Dist: 291
Testing at 21: 3,34; Dist: 291
Testing at 22: 29,19; Dist: 291
Testing at 23: 12,39; Dist: 291
Testing at 23: 10,39; Dist: 291
Testing at 22: 3,31; Dist: 291
Testing at 22: 5,33; Dist: 291
Testing at 23: 30,17; Dist: 291
Testing at 23: 31,18; Dist: 291
Testing at 23: 3,28; Dist: 291
Testing at 23: 6,29; Dist: 291
Testing at 23: 5,30; Dist: 291
Testing at 13: 16,39; Dist: 291
Testing at 13: 15,40; Dist: 291
Testing at 0: 19,39; Dist: 291
Testing at 11: 5,38; Dist: 291
Testing at 12: 5,15; Dist: 291
Testing at 12: 3,21; Dist: 291
Testing at 11: 28,19; Dist: 291
Testing at 11: 27,20; Dist: 291
Testing at 11: 27,18; Dist: 291
Testing at 8: 12,39; Dist: 292
Testing at 8: 6,37; Dist: 292
Testing at 10: 15,40; Dist: 292
Testing at 10: 30,5; Dist: 292
Testing at 10: 29,6; Dist: 292
Testing at 10: 29,4; Dist: 292
Testing at 22: 0,15; Dist: 292
Testing at 21: 27,21; Dist: 292
Testing at 21: 27,17; Dist: 292
Testing at 22: 12,37; Dist: 292
Testing at 22: 13,36; Dist: 292
Testing at 21: 1,33; Dist: 292
Testing at 21: 3,35; Dist: 292
Testing at 22: 28,19; Dist: 292
Testing at 23: 13,39; Dist: 292
Testing at 23: 9,39; Dist: 292
Testing at 22: 4,33; Dist: 292
Testing at 22: 5,34; Dist: 292
Testing at 23: 29,17; Dist: 292
Testing at 23: 31,19; Dist: 292
Testing at 23: 3,29; Dist: 292
Testing at 24: 11,40; Dist: 292
Testing at 23: 5,31; Dist: 292
Testing at 13: 17,39; Dist: 292
Testing at 12: 6,21; Dist: 292
Testing at 11: 5,39; Dist: 292
Testing at 12: 4,21; Dist: 292
Testing at 12: 3,20; Dist: 292
Testing at 11: 29,19; Dist: 292
Testing at 11: 27,21; Dist: 292
Testing at 11: 27,17; Dist: 292
Testing at 8: 11,39; Dist: 293
Testing at 8: 5,37; Dist: 293
Testing at 10: 15,39; Dist: 293
Testing at 10: 31,5; Dist: 293
Testing at 10: 29,7; Dist: 293
Testing at 10: 29,3; Dist: 293
Testing at 22: 1,15; Dist: 293
Testing at 21: 27,22; Dist: 293
Testing at 22: 11,37; Dist: 293
Testing at 22: 13,35; Dist: 293
Testing at 21: 2,35; Dist: 293
Testing at 21: 3,36; Dist: 293
Testing at 22: 27,19; Dist: 293
Testing at 23: 13,38; Dist: 293
Testing at 23: 8,39; Dist: 293
Testing at 22: 3,33; Dist: 293
Testing at 22: 5,35; Dist: 293
Testing at 23: 30,19; Dist: 293
Testing at 24: 11,39; Dist: 293
Testing at 23: 4,31; Dist: 293
Testing at 23: 5,32; Dist: 293
Testing at 13: 18,39; Dist: 293
Testing at 12: 5,21; Dist: 293
Testing at 12: 3,19; Dist: 293
Testing at 11: 30,19; Dist: 293
Testing at 11: 27,22; Dist: 293
Testing at 8: 10,39; Dist: 294
Testing at 8: 11,40; Dist: 294
Testing at 8: 5,38; Dist: 294
Testing at 10: 16,39; Dist: 294
Testing at 10: 15,38; Dist: 294
Testing at 10: 31,6; Dist: 294
Testing at 10: 31,4; Dist: 294
Testing at 10: 28,7; Dist: 294
Testing at 10: 29,2; Dist: 294
Testing at 22: 2,15; Dist: 294
Testing at 22: 1,16; Dist: 294
Testing at 21: 27,23; Dist: 294
Testing at 22: 12,35; Dist: 294
Testing at 21: 1,35; Dist: 294
Testing at 21: 3,37; Dist: 294
Testing at 22: 26,19; Dist: 294
Testing at 22: 27,20; Dist: 294
Testing at 22: 27,18; Dist: 294
Testing at 23: 13,37; Dist: 294
Testing at 23: 7,39; Dist: 294
Testing at 22: 2,33; Dist: 294
Testing at 22: 3,34; Dist: 294
Testing at 23: 29,19; Dist: 294
Testing at 24: 12,39; Dist: 294
Testing at 24: 10,39; Dist: 294
Testing at 23: 3,31; Dist: 294
Testing at 23: 5,33; Dist: 294
Testing at 13: 19,39; Dist: 294
Testing at 12: 5,20; Dist: 294
Testing at 11: 31,19; Dist: 294
Testing at 11: 27,23; Dist: 294
Testing at 8: 9,39; Dist: 295
Testing at 7: 6,29; Dist: 295
Testing at 8: 5,39; Dist: 295
Testing at 10: 17,39; Dist: 295
Testing at 10: 15,37; Dist: 295
Testing at 10: 31,7; Dist: 295
Testing at 10: 31,3; Dist: 295
Testing at 10: 27,7; Dist: 295
Testing at 10: 29,1; Dist: 295
Testing at 22: 3,15; Dist: 295
Testing at 22: 1,17; Dist: 295
Testing at 22: 11,35; Dist: 295
Testing at 21: 2,37; Dist: 295
Testing at 21: 3,38; Dist: 295
Testing at 23: 0,15; Dist: 295
Testing at 22: 27,21; Dist: 295
Testing at 22: 27,17; Dist: 295
Testing at 23: 12,37; Dist: 295
Testing at 23: 13,36; Dist: 295
Testing at 22: 1,33; Dist: 295
Testing at 22: 3,35; Dist: 295
Testing at 23: 28,19; Dist: 295
Testing at 24: 13,39; Dist: 295
Testing at 24: 9,39; Dist: 295
Testing at 23: 4,33; Dist: 295
Testing at 23: 5,34; Dist: 295
Testing at 12: 5,19; Dist: 295
Testing at 11: 31,18; Dist: 295
Testing at 8: 8,39; Dist: 296
Testing at 7: 5,29; Dist: 296
Testing at 10: 18,39; Dist: 296
Testing at 10: 15,36; Dist: 296
Testing at 10: 31,2; Dist: 296
Testing at 10: 27,8; Dist: 296
Testing at 22: 2,17; Dist: 296
Testing at 22: 0,17; Dist: 296
Testing at 22: 1,18; Dist: 296
Testing at 22: 10,35; Dist: 296
Testing at 22: 11,34; Dist: 296
Testing at 21: 1,37; Dist: 296
Testing at 21: 3,39; Dist: 296
Testing at 23: 1,15; Dist: 296
Testing at 22: 27,22; Dist: 296
Testing at 23: 11,37; Dist: 296
Testing at 23: 13,35; Dist: 296
Testing at 22: 2,35; Dist: 296
Testing at 22: 3,36; Dist: 296
Testing at 23: 27,19; Dist: 296
Testing at 24: 13,38; Dist: 296
Testing at 24: 8,39; Dist: 296
Testing at 23: 3,33; Dist: 296
Testing at 23: 5,35; Dist: 296
Testing at 12: 6,19; Dist: 296
Testing at 11: 31,17; Dist: 296
Testing at 8: 7,39; Dist: 297
Testing at 7: 5,30; Dist: 297
Testing at 7: 5,28; Dist: 297
Testing at 10: 19,39; Dist: 297
Testing at 10: 15,35; Dist: 297
Testing at 10: 31,1; Dist: 297
Testing at 10: 27,9; Dist: 297
Testing at 22: 3,17; Dist: 297
Testing at 21: 11,34; Dist: 297
Testing at 22: 1,19; Dist: 297
Testing at 22: 9,35; Dist: 297
Testing at 23: 0,17; Dist: 297
Testing at 21: 1,38; Dist: 297
Testing at 23: 2,15; Dist: 297
Testing at 23: 1,16; Dist: 297
Testing at 22: 27,23; Dist: 297
Testing at 23: 12,35; Dist: 297
Testing at 22: 1,35; Dist: 297
Testing at 22: 3,37; Dist: 297
Testing at 23: 26,19; Dist: 297
Testing at 23: 27,20; Dist: 297
Testing at 23: 27,18; Dist: 297
Testing at 24: 13,37; Dist: 297
Testing at 24: 7,39; Dist: 297
Testing at 23: 2,33; Dist: 297
Testing at 23: 3,34; Dist: 297
Testing at 13: 23,0; Dist: 297
Testing at 11: 32,17; Dist: 297
Testing at 11: 30,17; Dist: 297
Testing at 7: 5,31; Dist: 298
Testing at 7: 5,27; Dist: 298
Testing at 10: 16,35; Dist: 298
Testing at 22: 4,17; Dist: 298
Testing at 21: 11,35; Dist: 298
Testing at 22: 1,20; Dist: 298
Testing at 22: 8,35; Dist: 298
Testing at 22: 9,36; Dist: 298
Testing at 23: 1,17; Dist: 298
Testing at 21: 1,39; Dist: 298
Testing at 23: 3,15; Dist: 298
Testing at 23: 11,35; Dist: 298
Testing at 22: 2,37; Dist: 298
Testing at 22: 3,38; Dist: 298
Testing at 24: 0,15; Dist: 298
Testing at 23: 27,21; Dist: 298
Testing at 23: 27,17; Dist: 298
Testing at 24: 12,37; Dist: 298
Testing at 24: 13,36; Dist: 298
Testing at 23: 1,33; Dist: 298
Testing at 23: 3,35; Dist: 298
Testing at 13: 23,1; Dist: 298
Testing at 10: 6,11; Dist: 298
Testing at 11: 29,17; Dist: 298
Testing at 7: 4,31; Dist: 299
Testing at 7: 5,32; Dist: 299
Testing at 7: 4,27; Dist: 299
Testing at 7: 5,26; Dist: 299
Testing at 10: 17,35; Dist: 299
Testing at 22: 5,17; Dist: 299
Testing at 21: 12,35; Dist: 299
Testing at 21: 10,35; Dist: 299
Testing at 22: 1,21; Dist: 299
Testing at 22: 7,35; Dist: 299
Testing at 22: 9,37; Dist: 299
Testing at 23: 2,17; Dist: 299
Testing at 23: 1,18; Dist: 299
Testing at 23: 10,35; Dist: 299
Testing at 23: 11,34; Dist: 299
Testing at 22: 1,37; Dist: 299
Testing at 22: 3,39; Dist: 299
Testing at 24: 1,15; Dist: 299
Testing at 23: 27,22; Dist: 299
Testing at 24: 11,37; Dist: 299
Testing at 24: 13,35; Dist: 299
Testing at 23: 2,35; Dist: 299
Testing at 23: 3,36; Dist: 299
Testing at 13: 23,2; Dist: 299
Testing at 10: 5,11; Dist: 299
Testing at 7: 3,31; Dist: 300
Testing at 7: 5,33; Dist: 300
Testing at 7: 3,27; Dist: 300
Testing at 7: 5,25; Dist: 300
Testing at 10: 18,35; Dist: 300
Testing at 10: 17,36; Dist: 300
Testing at 22: 5,16; Dist: 300
Testing at 21: 13,35; Dist: 300
Testing at 21: 9,35; Dist: 300
Testing at 22: 2,21; Dist: 300
Testing at 22: 8,37; Dist: 300
Testing at 23: 3,17; Dist: 300
Testing at 23: 1,19; Dist: 300
Testing at 23: 9,35; Dist: 300
Testing at 24: 0,17; Dist: 300
Testing at 22: 1,38; Dist: 300
Testing at 24: 2,15; Dist: 300
Testing at 24: 1,16; Dist: 300
Testing at 23: 27,23; Dist: 300
Testing at 24: 12,35; Dist: 300
Testing at 23: 1,35; Dist: 300
Testing at 23: 3,37; Dist: 300
Testing at 13: 23,3; Dist: 300
Testing at 10: 5,10; Dist: 300
Testing at 7: 4,33; Dist: 301
Testing at 7: 5,34; Dist: 301
Testing at 7: 3,28; Dist: 301
Testing at 7: 5,24; Dist: 301
Testing at 10: 19,35; Dist: 301
Testing at 10: 17,37; Dist: 301
Testing at 22: 5,15; Dist: 301
Testing at 21: 13,36; Dist: 301
Testing at 21: 8,35; Dist: 301
Testing at 21: 9,36; Dist: 301
Testing at 22: 3,21; Dist: 301
Testing at 22: 7,37; Dist: 301
Testing at 23: 4,17; Dist: 301
Testing at 23: 1,20; Dist: 301
Testing at 23: 8,35; Dist: 301
Testing at 23: 9,36; Dist: 301
Testing at 24: 1,17; Dist: 301
Testing at 22: 1,39; Dist: 301
Testing at 24: 3,15; Dist: 301
Testing at 24: 11,35; Dist: 301
Testing at 23: 2,37; Dist: 301
Testing at 23: 3,38; Dist: 301
Testing at 13: 24,3; Dist: 301
Testing at 13: 22,3; Dist: 301
Testing at 10: 5,9; Dist: 301
Testing at 7: 3,33; Dist: 302
Testing at 7: 5,35; Dist: 302
Testing at 7: 3,29; Dist: 302
Testing at 7: 5,23; Dist: 302
Testing at 10: 19,34; Dist: 302
Testing at 10: 18,37; Dist: 302
Testing at 21: 13,37; Dist: 302
Testing at 21: 7,35; Dist: 302
Testing at 21: 9,37; Dist: 302
Testing at 22: 4,21; Dist: 302
Testing at 22: 3,20; Dist: 302
Testing at 22: 6,37; Dist: 302
Testing at 23: 5,17; Dist: 302
Testing at 23: 1,21; Dist: 302
Testing at 23: 7,35; Dist: 302
Testing at 23: 9,37; Dist: 302
Testing at 24: 2,17; Dist: 302
Testing at 24: 1,18; Dist: 302
Testing at 24: 10,35; Dist: 302
Testing at 24: 11,34; Dist: 302
Testing at 23: 1,37; Dist: 302
Testing at 23: 3,39; Dist: 302
Testing at 13: 25,3; Dist: 302
Testing at 13: 21,3; Dist: 302
Testing at 10: 5,8; Dist: 302
Testing at 7: 2,33; Dist: 303
Testing at 7: 3,34; Dist: 303
Testing at 7: 4,23; Dist: 303
Testing at 11: 23,40; Dist: 303
Testing at 10: 19,37; Dist: 303
Testing at 21: 12,37; Dist: 303
Testing at 21: 13,38; Dist: 303
Testing at 21: 8,37; Dist: 303
Testing at 22: 5,21; Dist: 303
Testing at 22: 3,19; Dist: 303
Testing at 22: 5,37; Dist: 303
Testing at 23: 5,16; Dist: 303
Testing at 23: 2,21; Dist: 303
Testing at 23: 8,37; Dist: 303
Testing at 24: 3,17; Dist: 303
Testing at 24: 1,19; Dist: 303
Testing at 24: 9,35; Dist: 303
Testing at 25: 0,17; Dist: 303
Testing at 23: 1,38; Dist: 303
Testing at 13: 26,3; Dist: 303
Testing at 13: 25,4; Dist: 303
Testing at 13: 25,2; Dist: 303
Testing at 13: 21,4; Dist: 303
Testing at 13: 21,2; Dist: 303
Testing at 10: 5,7; Dist: 303
Testing at 7: 1,33; Dist: 304
Testing at 7: 3,35; Dist: 304
Testing at 7: 3,23; Dist: 304
Testing at 11: 23,39; Dist: 304
Testing at 21: 11,37; Dist: 304
Testing at 21: 13,39; Dist: 304
Testing at 21: 7,37; Dist: 304
Testing at 22: 6,21; Dist: 304
Testing at 22: 5,20; Dist: 304
Testing at 22: 5,38; Dist: 304
Testing at 23: 5,15; Dist: 304
Testing at 23: 3,21; Dist: 304
Testing at 23: 7,37; Dist: 304
Testing at 24: 4,17; Dist: 304
Testing at 24: 1,20; Dist: 304
Testing at 24: 8,35; Dist: 304
Testing at 24: 9,36; Dist: 304
Testing at 25: 1,17; Dist: 304
Testing at 23: 1,39; Dist: 304
Testing at 13: 27,3; Dist: 304
Testing at 13: 25,5; Dist: 304
Testing at 13: 25,1; Dist: 304
Testing at 13: 21,5; Dist: 304
Testing at 13: 21,1; Dist: 304
Testing at 10: 5,6; Dist: 304
Testing at 7: 2,35; Dist: 305
Testing at 7: 3,36; Dist: 305
Testing at 7: 2,23; Dist: 305
Testing at 7: 3,24; Dist: 305
Testing at 11: 24,39; Dist: 305
Testing at 11: 22,39; Dist: 305
Testing at 11: 23,38; Dist: 305
Testing at 21: 12,39; Dist: 305
Testing at 21: 6,37; Dist: 305
Testing at 23: 15,40; Dist: 305
Testing at 22: 5,19; Dist: 305
Testing at 22: 5,39; Dist: 305
Testing at 23: 4,21; Dist: 305
Testing at 23: 3,20; Dist: 305
Testing at 23: 6,37; Dist: 305
Testing at 24: 5,17; Dist: 305
Testing at 24: 1,21; Dist: 305
Testing at 24: 7,35; Dist: 305
Testing at 24: 9,37; Dist: 305
Testing at 25: 2,17; Dist: 305
Testing at 25: 1,18; Dist: 305
Testing at 25: 1,16; Dist: 305
Testing at 13: 27,4; Dist: 305
Testing at 13: 27,2; Dist: 305
Testing at 13: 22,5; Dist: 305
Testing at 13: 20,5; Dist: 305
Testing at 13: 21,6; Dist: 305
Testing at 10: 5,5; Dist: 305
Testing at 7: 1,35; Dist: 306
Testing at 7: 3,37; Dist: 306
Testing at 7: 1,23; Dist: 306
Testing at 7: 3,25; Dist: 306
Testing at 11: 25,39; Dist: 306
Testing at 11: 21,39; Dist: 306
Testing at 11: 23,37; Dist: 306
Testing at 21: 11,39; Dist: 306
Testing at 21: 5,37; Dist: 306
Testing at 23: 15,39; Dist: 306
Testing at 22: 6,19; Dist: 306
Testing at 23: 5,21; Dist: 306
Testing at 23: 3,19; Dist: 306
Testing at 23: 5,37; Dist: 306
Testing at 24: 5,16; Dist: 306
Testing at 24: 2,21; Dist: 306
Testing at 24: 8,37; Dist: 306
Testing at 25: 3,17; Dist: 306
Testing at 25: 1,19; Dist: 306
Testing at 25: 1,15; Dist: 306
Testing at 13: 27,5; Dist: 306
Testing at 13: 27,1; Dist: 306
Testing at 13: 23,5; Dist: 306
Testing at 13: 19,5; Dist: 306
Testing at 14: 13,0; Dist: 306
Testing at 10: 4,5; Dist: 306
Testing at 7: 2,37; Dist: 307
Testing at 7: 3,38; Dist: 307
Testing at 7: 2,25; Dist: 307
Testing at 11: 21,38; Dist: 307
Testing at 11: 24,37; Dist: 307
Testing at 11: 23,36; Dist: 307
Testing at 21: 10,39; Dist: 307
Testing at 21: 11,40; Dist: 307
Testing at 21: 5,38; Dist: 307
Testing at 23: 16,39; Dist: 307
Testing at 23: 15,38; Dist: 307
Testing at 23: 23,0; Dist: 307
Testing at 23: 6,21; Dist: 307
Testing at 23: 5,20; Dist: 307
Testing at 23: 5,38; Dist: 307
Testing at 24: 5,15; Dist: 307
Testing at 24: 3,21; Dist: 307
Testing at 24: 7,37; Dist: 307
Testing at 25: 4,17; Dist: 307
Testing at 25: 1,20; Dist: 307
Testing at 25: 2,15; Dist: 307
Testing at 25: 0,15; Dist: 307
Testing at 13: 28,5; Dist: 307
Testing at 14: 13,1; Dist: 307
Testing at 10: 3,5; Dist: 307
Testing at 7: 1,37; Dist: 308
Testing at 7: 3,39; Dist: 308
Testing at 7: 1,25; Dist: 308
Testing at 11: 21,37; Dist: 308
Testing at 11: 25,37; Dist: 308
Testing at 11: 23,35; Dist: 308
Testing at 21: 9,39; Dist: 308
Testing at 20: 6,29; Dist: 308
Testing at 21: 5,39; Dist: 308
Testing at 23: 17,39; Dist: 308
Testing at 23: 15,37; Dist: 308
Testing at 23: 23,1; Dist: 308
Testing at 24: 15,40; Dist: 308
Testing at 23: 5,19; Dist: 308
Testing at 23: 5,39; Dist: 308
Testing at 24: 4,21; Dist: 308
Testing at 24: 3,20; Dist: 308
Testing at 24: 6,37; Dist: 308
Testing at 25: 5,17; Dist: 308
Testing at 25: 1,21; Dist: 308
Testing at 25: 3,15; Dist: 308
Testing at 24: 26,19; Dist: 308
Testing at 13: 29,5; Dist: 308
Testing at 14: 12,1; Dist: 308
Testing at 14: 13,2; Dist: 308
Testing at 10: 2,5; Dist: 308
Testing at 10: 3,4; Dist: 308
Testing at 7: 1,38; Dist: 309
Testing at 7: 0,25; Dist: 309
Testing at 7: 1,26; Dist: 309
Testing at 11: 26,37; Dist: 309
Testing at 11: 24,35; Dist: 309
Testing at 11: 22,35; Dist: 309
Testing at 21: 8,39; Dist: 309
Testing at 20: 5,29; Dist: 309
Testing at 23: 18,39; Dist: 309
Testing at 23: 15,36; Dist: 309
Testing at 23: 23,2; Dist: 309
Testing at 24: 15,39; Dist: 309
Testing at 23: 6,19; Dist: 309
Testing at 24: 5,21; Dist: 309
Testing at 24: 3,19; Dist: 309
Testing at 24: 5,37; Dist: 309
Testing at 25: 5,16; Dist: 309
Testing at 25: 2,21; Dist: 309
Testing at 24: 27,19; Dist: 309
Testing at 13: 30,5; Dist: 309
Testing at 13: 29,6; Dist: 309
Testing at 13: 29,4; Dist: 309
Testing at 14: 11,1; Dist: 309
Testing at 14: 13,3; Dist: 309
Testing at 10: 1,5; Dist: 309
Testing at 10: 3,3; Dist: 309
Testing at 7: 1,39; Dist: 310
Testing at 6: 15,6; Dist: 310
Testing at 7: 1,27; Dist: 310
Testing at 11: 27,37; Dist: 310
Testing at 11: 25,35; Dist: 310
Testing at 11: 21,35; Dist: 310
Testing at 21: 7,39; Dist: 310
Testing at 20: 5,30; Dist: 310
Testing at 20: 5,28; Dist: 310
Testing at 23: 19,39; Dist: 310
Testing at 23: 15,35; Dist: 310
Testing at 23: 23,3; Dist: 310
Testing at 24: 16,39; Dist: 310
Testing at 24: 15,38; Dist: 310
Testing at 24: 23,0; Dist: 310
Testing at 24: 6,21; Dist: 310
Testing at 24: 5,20; Dist: 310
Testing at 24: 5,38; Dist: 310
Testing at 25: 5,15; Dist: 310
Testing at 25: 3,21; Dist: 310
Testing at 24: 28,19; Dist: 310
Testing at 24: 27,20; Dist: 310
Testing at 24: 27,18; Dist: 310
Testing at 13: 31,5; Dist: 310
Testing at 13: 29,7; Dist: 310
Testing at 13: 29,3; Dist: 310
Testing at 14: 10,1; Dist: 310
Testing at 14: 13,4; Dist: 310
Testing at 10: 1,6; Dist: 310
Testing at 10: 2,3; Dist: 310
Testing at 6: 15,5; Dist: 311
Testing at 7: 1,28; Dist: 311
Testing at 11: 28,37; Dist: 311
Testing at 11: 27,38; Dist: 311
Testing at 11: 21,34; Dist: 311
Testing at 20: 5,31; Dist: 311
Testing at 20: 5,27; Dist: 311
Testing at 23: 16,35; Dist: 311
Testing at 23: 24,3; Dist: 311
Testing at 23: 22,3; Dist: 311
Testing at 24: 17,39; Dist: 311
Testing at 24: 15,37; Dist: 311
Testing at 24: 23,1; Dist: 311
Testing at 25: 15,40; Dist: 311
Testing at 24: 5,19; Dist: 311
Testing at 24: 5,39; Dist: 311
Testing at 25: 4,21; Dist: 311
Testing at 25: 3,20; Dist: 311
Testing at 24: 29,19; Dist: 311
Testing at 24: 27,21; Dist: 311
Testing at 24: 27,17; Dist: 311
Testing at 13: 31,6; Dist: 311
Testing at 13: 31,4; Dist: 311
Testing at 13: 28,7; Dist: 311
Testing at 13: 29,2; Dist: 311
Testing at 14: 9,1; Dist: 311
Testing at 14: 13,5; Dist: 311
Testing at 10: 1,7; Dist: 311
Testing at 10: 1,3; Dist: 311
Testing at 6: 16,5; Dist: 312
Testing at 6: 15,4; Dist: 312
Testing at 7: 1,29; Dist: 312
Testing at 11: 29,37; Dist: 312
Testing at 11: 27,39; Dist: 312
Testing at 12: 32,21; Dist: 312
Testing at 20: 4,31; Dist: 312
Testing at 20: 5,32; Dist: 312
Testing at 20: 4,27; Dist: 312
Testing at 20: 5,26; Dist: 312
Testing at 23: 17,35; Dist: 312
Testing at 23: 25,3; Dist: 312
Testing at 23: 21,3; Dist: 312
Testing at 24: 18,39; Dist: 312
Testing at 24: 15,36; Dist: 312
Testing at 24: 23,2; Dist: 312
Testing at 25: 15,39; Dist: 312
Testing at 24: 6,19; Dist: 312
Testing at 25: 5,21; Dist: 312
Testing at 25: 3,19; Dist: 312
Testing at 24: 30,19; Dist: 312
Testing at 24: 27,22; Dist: 312
Testing at 13: 31,7; Dist: 312
Testing at 13: 31,3; Dist: 312
Testing at 13: 27,7; Dist: 312
Testing at 13: 29,1; Dist: 312
Testing at 14: 8,1; Dist: 312
Testing at 14: 12,5; Dist: 312
Testing at 10: 2,7; Dist: 312
Testing at 10: 1,8; Dist: 312
Testing at 10: 1,2; Dist: 312
Testing at 6: 17,5; Dist: 313
Testing at 6: 15,3; Dist: 313
Testing at 7: 1,30; Dist: 313
Testing at 11: 30,37; Dist: 313
Testing at 11: 28,39; Dist: 313
Testing at 12: 31,21; Dist: 313
Testing at 20: 3,31; Dist: 313
Testing at 20: 5,33; Dist: 313
Testing at 20: 3,27; Dist: 313
Testing at 20: 5,25; Dist: 313
Testing at 23: 18,35; Dist: 313
Testing at 23: 17,36; Dist: 313
Testing at 23: 26,3; Dist: 313
Testing at 23: 25,4; Dist: 313
Testing at 23: 25,2; Dist: 313
Testing at 23: 21,4; Dist: 313
